Customer ID,First Name,Last Name,Zip Code
C9154,Patricia,Garcia,94101
C6056,Patricia,Garcia,80201
C9110,Linda,Garcia,80201
C4840,Linda,Smith,10001
C2028,Patricia,Martinez,80201
C8385,Elizabeth,Smith,77001
C1502,John,Williams,90001
C7910,Elizabeth,Miller,30301
C7938,John,Williams,85001
C5488,Elizabeth,Brown,33101
C1206,Elizabeth,Davis,30301
C6134,Linda,Smith,10001
C6977,Patricia,Rodriguez,10001
C8721,William,Jones,90001
C8035,William,Johnson,85001
C2484,Patricia,Miller,80201
C8858,Patricia,Martinez,33101
C1863,James,Williams,60601
C3790,Robert,Jones,33101
C8408,James,Davis,60601
C9755,William,Miller,33101
C6116,Elizabeth,Jones,19101
C7019,Robert,Brown,85001
C2757,Linda,Smith,77001
C8574,Patricia,Davis,94101
C7374,James,Smith,90001
C7892,Patricia,Garcia,77001
C2678,Linda,Brown,94101
C4242,James,Garcia,85001
C5636,Mary,Miller,33101
C2059,Linda,Jones,80201
C7668,Elizabeth,Williams,33101
C4157,Elizabeth,Johnson,30301
C6915,Elizabeth,Brown,30301
C3693,Robert,Williams,77001
C4627,Michael,Jones,30301
C6450,Patricia,Johnson,10001
C2663,Robert,Miller,80201
C6592,James,Miller,33101
C8392,Patricia,Johnson,85001
C2306,William,Rodriguez,85001
C7776,Elizabeth,Johnson,80201
C6864,William,Williams,94101
C8526,Barbara,Martinez,30301
C9901,Linda,Rodriguez,19101
C6575,Mary,Brown,60601
C6530,Elizabeth,Miller,77001
C5413,Patricia,Smith,80201
C4748,Michael,Garcia,60601
C1663,Barbara,Garcia,10001
C2998,Michael,Johnson,90001
C8994,Mary,Jones,90001
C2495,James,Davis,60601
C4304,James,Johnson,30301
C4763,Mary,Garcia,80201
C6232,John,Johnson,33101
C2853,Robert,Martinez,90001
C7585,William,Smith,33101
C2291,Michael,Jones,77001
C4581,Mary,Jones,85001
C8554,Barbara,Williams,94101
C8280,Mary,Smith,30301
C2636,Elizabeth,Jones,10001
C4696,Linda,Williams,94101
C1698,Michael,Rodriguez,33101
C5737,Linda,Smith,94101
C1854,William,Brown,60601
C9164,Michael,Miller,33101
C6855,Robert,Jones,60601
C7528,John,Garcia,60601
C6249,Patricia,Williams,19101
C6172,Barbara,Martinez,80201
C2707,Barbara,Brown,10001
C6791,William,Johnson,90001
C6535,Robert,Miller,80201
C5931,Michael,Johnson,80201
C4510,Michael,Brown,19101
C1202,Michael,Davis,90001
C5218,Barbara,Miller,19101
C9958,Robert,Williams,33101
C5389,Michael,Smith,33101
C3327,Robert,Rodriguez,80201
C9004,Linda,Miller,10001
C3931,Linda,Davis,94101
C8777,Mary,Smith,80201
C1197,Patricia,Brown,30301
C8125,William,Williams,94101
C2930,Elizabeth,Williams,33101
C7287,Elizabeth,Garcia,30301
C9800,Michael,Rodriguez,94101
C5282,Mary,Miller,60601
C3511,James,Miller,77001
C1659,William,Rodriguez,30301
C3811,Patricia,Miller,77001
C8098,Patricia,Rodriguez,10001
C7546,John,Rodriguez,80201
C2986,John,Miller,19101
C9338,Mary,Brown,33101
C3911,John,Miller,80201
C2734,Robert,Miller,80201
C2843,Elizabeth,Martinez,80201
C9680,William,Brown,80201
C3976,Elizabeth,Jones,90001
C2959,Linda,Davis,60601
C6759,Mary,Davis,85001
C7694,Elizabeth,Rodriguez,30301
C3385,Linda,Brown,33101
C5736,William,Davis,94101
C2802,Linda,Davis,19101
C9155,Michael,Garcia,85001
C9120,James,Rodriguez,10001
C7616,Linda,Garcia,60601
C6534,Linda,Garcia,60601
C5061,Elizabeth,Williams,60601
C1262,Robert,Jones,94101
C9815,Elizabeth,Brown,80201
C3049,Michael,Williams,80201
C6423,Robert,Williams,94101
C5548,Patricia,Davis,77001
C4108,William,Jones,33101
C8158,Patricia,Rodriguez,94101
C8400,Patricia,Smith,94101
C4170,James,Miller,10001
C3255,William,Garcia,30301
C2154,Patricia,Smith,94101
C5499,Barbara,Jones,85001
C7295,James,Garcia,90001
C7197,John,Miller,19101
C2648,Robert,Garcia,30301
C6539,Elizabeth,Smith,10001
C5199,Robert,Williams,60601
C9445,Robert,Davis,19101
C3557,Michael,Brown,80201
C1098,Elizabeth,Brown,94101
C3200,John,Miller,19101
C3961,John,Smith,80201
C5973,Michael,Smith,60601
C5433,Michael,Brown,85001
C3869,John,Davis,94101
C1956,Linda,Martinez,94101
C9352,Elizabeth,Rodriguez,94101
C6699,Linda,Smith,30301
C7944,William,Brown,94101
C5493,Mary,Williams,19101
C5911,Patricia,Garcia,10001
C4987,James,Brown,90001
C7015,Robert,Martinez,90001
C2218,Mary,Jones,80201
C5496,John,Miller,10001
C5735,Linda,Martinez,90001
C9050,John,Garcia,94101
C4446,James,Davis,10001
C2045,Patricia,Rodriguez,94101
C7893,Elizabeth,Garcia,94101
C2693,Barbara,Rodriguez,30301
C4436,Mary,Martinez,33101
C9754,William,Williams,77001
C6895,Michael,Martinez,90001
C4354,Mary,Smith,80201
C1225,John,Jones,19101
C5893,Robert,Jones,10001
C8022,Michael,Miller,19101
C6600,Barbara,Johnson,80201
C8996,William,Williams,77001
C8683,Patricia,Williams,60601
C5642,William,Jones,80201
C8679,William,Martinez,19101
C9208,Michael,Miller,94101
C8339,William,Rodriguez,85001
C3205,Linda,Garcia,10001
C2069,Michael,Smith,77001
C4444,Patricia,Williams,19101
C2060,Barbara,Rodriguez,10001
C4420,Elizabeth,Johnson,85001
C1301,Robert,Jones,19101
C1606,Michael,Davis,60601
C1699,Barbara,Brown,94101
C6088,Mary,Williams,30301
C1190,Michael,Williams,33101
C1980,Elizabeth,Brown,77001
C3975,Barbara,Brown,60601
C7102,Barbara,Davis,77001
C4327,James,Johnson,94101
C4394,William,Johnson,30301
C9319,William,Miller,90001
C2816,Barbara,Williams,33101
C6854,Linda,Miller,90001
C7709,Barbara,Smith,10001
C1569,Elizabeth,Jones,19101
C6442,Robert,Martinez,19101
C2895,Patricia,Garcia,85001
C3733,Barbara,Jones,10001
C4863,Michael,Williams,80201
C8455,Michael,Brown,80201
C5014,Michael,Rodriguez,10001
C2686,Robert,Garcia,33101
C4009,Patricia,Jones,19101
C8806,John,Jones,60601
C1154,Linda,Miller,85001
C2409,Patricia,Johnson,30301
C1784,Elizabeth,Williams,94101
C9096,Robert,Williams,94101
C8560,Barbara,Brown,30301
C8343,Elizabeth,Davis,19101
C8206,Michael,Davis,80201
C6596,Mary,Miller,30301
C6801,Elizabeth,Rodriguez,94101
C3806,Barbara,Jones,77001
C1537,Patricia,Garcia,80201
C6986,Elizabeth,Smith,30301
C2841,Elizabeth,Brown,77001
C9716,Linda,Brown,10001
C7971,Robert,Smith,33101
C6625,Barbara,Garcia,10001
C3950,James,Williams,77001
C8992,Patricia,Miller,30301
C5780,William,Brown,19101
C3368,Linda,Miller,19101
C7655,William,Brown,80201
C9173,Michael,Johnson,33101
C5495,Robert,Miller,90001
C7002,John,Martinez,85001
C7614,Barbara,Jones,85001
C6919,James,Garcia,94101
C1853,James,Garcia,90001
C5146,Mary,Davis,19101
C4769,William,Martinez,80201
C1574,Elizabeth,Garcia,30301
C2148,Mary,Johnson,90001
C7293,James,Johnson,77001
C7457,Linda,Brown,10001
C8509,Elizabeth,Brown,30301
C5777,Barbara,Rodriguez,19101
C4854,Robert,Brown,85001
C3491,James,Martinez,33101
C4124,Michael,Smith,30301
C6691,Barbara,Jones,30301
C4051,Robert,Williams,30301
C1004,Mary,Davis,77001
C6222,Michael,Martinez,90001
C6315,Patricia,Martinez,85001
C5869,Michael,Smith,33101
C1876,Elizabeth,Johnson,80201
C8027,Barbara,Davis,94101
C5142,John,Johnson,30301
C7966,Linda,Brown,77001
C8079,Robert,Williams,85001
C8987,Patricia,Jones,19101
C7799,William,Johnson,30301
C5465,Elizabeth,Garcia,90001
C1635,Barbara,Brown,19101
C5752,Mary,Smith,90001
C9311,Mary,Martinez,30301
C1830,Barbara,Garcia,80201
C6177,Patricia,Martinez,90001
C9932,Michael,Brown,85001
C9308,William,Williams,19101
C6949,Linda,Brown,60601
C3838,James,Brown,85001
C2150,Linda,Williams,60601
C2931,William,Martinez,77001
C2664,Michael,Rodriguez,80201
C2081,Robert,Brown,80201
C1512,William,Smith,33101
C8805,Robert,Martinez,60601
C6237,John,Martinez,80201
C1559,Robert,Rodriguez,19101
C4672,John,Brown,80201
C8404,William,Jones,80201
C4343,James,Rodriguez,85001
C5070,Barbara,Jones,19101
C1580,John,Johnson,19101
C8004,William,Rodriguez,60601
C9130,Mary,Garcia,30301
C4147,James,Martinez,60601
C5249,Patricia,Jones,19101
C2679,Mary,Davis,19101
C4506,James,Williams,90001
C8253,Barbara,Davis,77001
C3744,Robert,Garcia,80201
C6188,James,Martinez,94101
C3141,Michael,Williams,60601
C7617,John,Smith,90001
C3479,John,Martinez,94101
C7484,Robert,Martinez,19101
C8421,Barbara,Jones,90001
C5452,James,Brown,80201
C6881,Michael,Smith,85001
C7665,John,Davis,60601
C3849,James,Martinez,85001
C8390,Robert,Brown,94101
C7905,Elizabeth,Martinez,77001
C3489,Barbara,Martinez,77001
C5611,William,Jones,33101
C3839,Michael,Williams,90001
C9527,James,Smith,33101
C6878,Mary,Garcia,94101
C7303,Mary,Brown,30301
C1851,James,Garcia,10001
C2687,Mary,Davis,85001
C7833,Barbara,Miller,90001
C3427,Barbara,Brown,60601
C5000,Linda,Brown,90001
C6052,James,Martinez,80201
C3738,William,Rodriguez,80201
C6732,Elizabeth,Brown,94101
C6387,Linda,Garcia,30301
C9002,Elizabeth,Smith,90001
C6536,William,Miller,60601
C4913,Linda,Davis,33101
C2066,Barbara,Brown,94101
C8723,Patricia,Johnson,19101
C5380,Robert,Williams,33101
C5107,John,Martinez,85001
C6726,Mary,Jones,60601
C4373,Linda,Davis,33101
C9945,Michael,Johnson,80201
C3082,John,Johnson,33101
C9967,Michael,Williams,60601
C7748,John,Garcia,30301
C1417,Patricia,Miller,33101
C9306,John,Jones,77001
C9808,Patricia,Davis,60601
C4974,William,Rodriguez,94101
C4267,William,Brown,33101
C1825,John,Jones,77001
C8668,John,Garcia,85001
C6745,James,Brown,94101
C1412,Michael,Brown,80201
C8543,John,Smith,90001
C8587,Linda,Martinez,94101
C1728,Patricia,Davis,77001
C8164,Linda,Miller,85001
C9867,Robert,Jones,77001
C6988,John,Miller,90001
C3504,William,Jones,10001
C3967,John,Rodriguez,94101
C3786,Barbara,Johnson,30301
C2122,Linda,Martinez,10001
C5079,Robert,Smith,90001
C2571,John,Miller,80201
C6073,Mary,Jones,60601
C6104,William,Rodriguez,30301
C3143,William,Williams,80201
C7806,Robert,Rodriguez,94101
C8357,Patricia,Williams,85001
C4440,Robert,Johnson,85001
C4766,Mary,Miller,77001
C6644,James,Miller,19101
C3914,John,Miller,90001
C5968,James,Garcia,77001
C6917,Linda,Rodriguez,85001
C9787,Patricia,Johnson,77001
C2365,William,Johnson,90001
C5492,Robert,Rodriguez,60601
C8186,Linda,Jones,30301
C1395,Linda,Brown,60601
C9082,John,Garcia,19101
C5171,Elizabeth,Rodriguez,19101
C5360,Patricia,Smith,33101
C3502,James,Rodriguez,10001
C1717,Linda,Martinez,90001
C3782,Linda,Brown,94101
C5946,Patricia,Johnson,80201
C9335,Barbara,Rodriguez,33101
C5980,Barbara,Smith,60601
C8266,Michael,Martinez,60601
C5491,Mary,Johnson,10001
C8192,Michael,Brown,77001
C6588,William,Davis,10001
C8651,Barbara,Jones,19101
C4636,Elizabeth,Miller,33101
C2167,Elizabeth,Smith,33101
C2062,James,Smith,90001
C3156,Elizabeth,Martinez,19101
C8860,James,Williams,85001
C6161,Barbara,Johnson,77001
C6305,Barbara,Jones,77001
C7541,James,Smith,10001
C5729,Robert,Jones,33101
C8330,Barbara,Smith,77001
C6334,Robert,Martinez,30301
C9924,Patricia,Davis,33101
C5330,Michael,Miller,60601
C9010,Michael,Williams,80201
C7801,James,Miller,90001
C5846,Barbara,Miller,90001
C7731,Barbara,Davis,77001
C8241,Mary,Martinez,30301
C1953,John,Williams,85001
C3539,Elizabeth,Jones,85001
C8056,Michael,Williams,90001
C2542,Linda,Smith,85001
C6293,Michael,Jones,80201
C2191,John,Martinez,80201
C7313,Elizabeth,Brown,60601
C3681,William,Davis,85001
C2540,Barbara,Smith,30301
C7172,Michael,Jones,77001
C6541,Barbara,Williams,80201
C9691,Linda,Martinez,80201
C9702,Michael,Jones,60601
C8494,Patricia,Brown,80201
C5312,Linda,Rodriguez,10001
C2324,James,Brown,90001
C4141,Michael,Smith,10001
C8419,Elizabeth,Davis,85001
C4486,James,Brown,60601
C2810,Michael,Smith,10001
C7588,Elizabeth,Brown,19101
C3923,Linda,Williams,80201
C6301,John,Jones,10001
C5186,Elizabeth,Davis,90001
C9905,Michael,Martinez,19101
C5268,Patricia,Williams,94101
C5748,William,Smith,19101
C5849,James,Davis,10001
C4709,John,Davis,10001
C7619,Elizabeth,Williams,94101
C9647,Michael,Jones,77001
C4072,William,Jones,77001
C7530,Linda,Miller,19101
C1504,William,Rodriguez,33101
C2214,Mary,Miller,60601
C2531,John,Smith,94101
C8576,James,Davis,94101
C1823,Patricia,Smith,33101
C1928,William,Brown,60601
C6029,Patricia,Martinez,77001
C1133,Barbara,Garcia,90001
C3105,William,Martinez,85001
C7316,Robert,Jones,10001
C2852,John,Rodriguez,10001
C5910,William,Williams,77001
C5175,Robert,Jones,19101
C6348,John,Jones,77001
C7190,Elizabeth,Rodriguez,19101
C2256,Robert,Jones,60601
C4376,John,Miller,33101
C6645,William,Miller,33101
C4584,Elizabeth,Jones,90001
C9053,William,Williams,30301
C4330,Elizabeth,Smith,85001
C3703,Mary,Smith,19101
C9662,John,Martinez,90001
C8114,Elizabeth,Garcia,90001
C2353,Michael,Davis,10001
C6063,Michael,Miller,10001
C9549,Linda,Johnson,80201
C8575,Patricia,Williams,94101
C1667,James,Jones,90001
C5468,William,Brown,30301
C7819,James,Brown,80201
C4719,Linda,Williams,10001
C3745,William,Miller,85001
C8483,William,Rodriguez,90001
C1539,Mary,Jones,10001
C5964,Patricia,Rodriguez,85001
C5835,Michael,Williams,80201
C4775,Barbara,Jones,90001
C7042,Elizabeth,Jones,77001
C8102,Robert,Martinez,77001
C8312,Patricia,Williams,90001
C6320,James,Williams,85001
C7132,James,Brown,85001
C8891,Patricia,Jones,85001
C3779,Elizabeth,Brown,77001
C1924,Robert,Williams,77001
C2581,William,Smith,19101
C8714,Elizabeth,Rodriguez,10001
C4324,Patricia,Rodriguez,94101
C6713,Robert,Garcia,60601
C8026,Elizabeth,Rodriguez,94101
C1255,Elizabeth,Davis,80201
C5804,Patricia,Martinez,77001
C2838,Linda,Miller,90001
C1009,James,Johnson,85001
C3871,Barbara,Rodriguez,60601
C9989,Elizabeth,Rodriguez,90001
C8409,William,Davis,10001
C8418,Barbara,Smith,33101
C6124,Barbara,Williams,85001
C2015,John,Davis,30301
C3193,William,Smith,80201
C9415,Linda,Garcia,60601
C8449,William,Williams,77001
C5158,John,Garcia,33101
C4925,Michael,Martinez,90001
C7970,James,Miller,90001
C5784,Barbara,Miller,10001
C2633,Robert,Rodriguez,94101
C1384,William,Martinez,30301
C1404,John,Johnson,60601
C9175,Robert,Brown,10001
C3000,Patricia,Martinez,30301
C6989,Michael,Miller,10001
C2460,John,Miller,30301
C8190,John,Miller,85001
C8140,William,Johnson,77001
C5809,Robert,Rodriguez,60601
C5178,Mary,Rodriguez,19101
C8245,James,Martinez,33101
C7600,Elizabeth,Davis,60601
C6997,Robert,Martinez,80201
C3048,Linda,Jones,80201
C1716,Robert,Rodriguez,90001
C8939,Mary,Garcia,19101
C6565,Barbara,Jones,30301
C5544,James,Miller,80201
C5976,Robert,Smith,80201
C4419,Mary,Williams,85001
C8239,Robert,Miller,19101
C1249,Patricia,Garcia,94101
C9865,Elizabeth,Martinez,90001
C1770,Mary,Johnson,77001
C5363,Mary,Garcia,19101
C2077,Elizabeth,Smith,60601
C9427,Mary,Smith,10001
C9580,Michael,Johnson,19101
C8901,Michael,Davis,30301
C5858,William,Smith,30301
C7544,Mary,Brown,94101
C5719,Robert,Miller,10001
C3814,Robert,Rodriguez,19101
C4374,Michael,Williams,77001
C2252,William,Davis,30301
C7996,Patricia,Miller,80201
C5673,Barbara,Davis,33101
C5530,John,Davis,90001
C7881,William,Johnson,10001
C7241,Michael,Rodriguez,85001
C9017,Patricia,Miller,77001
C7941,John,Johnson,19101
C8002,William,Davis,77001
C2331,Elizabeth,Smith,33101
C5261,Patricia,Miller,94101
C8648,Elizabeth,Martinez,94101
C6115,Robert,Johnson,10001
C5637,Linda,Smith,85001
C5854,Barbara,Williams,85001
C4177,Michael,Williams,94101
C8730,William,Brown,85001
C3180,James,Brown,30301
C5892,James,Jones,90001
C8043,Elizabeth,Miller,94101
C1137,Mary,Brown,33101
C7327,Linda,Williams,77001
C4472,Patricia,Williams,85001
C6449,Barbara,Miller,10001
C3832,John,Williams,33101
C4579,William,Smith,19101
C6971,William,Smith,10001
C5164,William,Rodriguez,94101
C8941,Elizabeth,Jones,90001
C6569,Barbara,Davis,60601
C5300,Patricia,Williams,77001
C7269,Mary,Rodriguez,33101
C4818,John,Miller,33101
C2906,John,Miller,60601
C7254,Robert,Garcia,33101
C1760,Robert,Smith,94101
C8830,Mary,Williams,19101
C8350,James,Brown,94101
C7238,Elizabeth,Smith,90001
C7090,Barbara,Jones,90001
C7031,John,Miller,85001
C8687,Michael,Rodriguez,19101
C9472,Patricia,Davis,19101
C2887,William,Smith,85001
C4266,Elizabeth,Martinez,19101
C1666,John,Rodriguez,80201
C5188,Robert,Brown,85001
C1671,Elizabeth,Johnson,80201
C7777,Patricia,Brown,60601
C8570,Robert,Miller,77001
C8956,James,Johnson,30301
C6585,Mary,Williams,33101
C4900,Robert,Miller,10001
C7677,Michael,Martinez,94101
C7981,John,Smith,30301
C7376,Mary,Rodriguez,90001
C1523,John,Jones,94101
C3393,William,Rodriguez,80201
C3593,Linda,Miller,33101
C8240,Elizabeth,Martinez,94101
C7937,Elizabeth,Jones,19101
C6240,Linda,Williams,19101
C7493,Robert,Rodriguez,94101
C3878,Linda,Jones,80201
C5143,John,Rodriguez,80201
C4644,Robert,Smith,85001
C5432,Linda,Garcia,30301
C2276,Robert,Williams,33101
C6811,Linda,Johnson,19101
C1302,Elizabeth,Smith,85001
C1638,Barbara,Davis,90001
C1055,Robert,Smith,90001
C9717,Michael,Johnson,33101
C9150,Elizabeth,Martinez,33101
C3125,Robert,Jones,60601
C1364,James,Smith,10001
C7809,Barbara,Brown,80201
C5621,James,Johnson,30301
C6126,Barbara,Davis,33101
C6122,John,Johnson,77001
C2646,Patricia,Williams,10001
C1918,James,Smith,90001
C3797,Patricia,Miller,30301
C7506,Robert,Miller,85001
C6870,William,Garcia,30301
C9172,John,Williams,85001
C4345,Barbara,Jones,33101
C8673,Elizabeth,Williams,10001
C7882,William,Williams,85001
C4086,Linda,Garcia,60601
C9152,Patricia,Johnson,77001
C6750,Patricia,Martinez,90001
C2976,John,Brown,85001
C2296,Mary,Johnson,19101
C7229,Barbara,Davis,77001
C8641,Elizabeth,Jones,60601
C1125,Michael,Smith,77001
C5632,Patricia,Rodriguez,90001
C7288,Michael,Davis,60601
C4596,Patricia,Johnson,33101
C7168,Barbara,Jones,85001
C8561,William,Johnson,19101
C9258,Elizabeth,Martinez,19101
C1232,Mary,Jones,60601
C7371,Robert,Rodriguez,10001
C5206,James,Garcia,33101
C8943,John,Smith,33101
C7891,Mary,Davis,80201
C7738,William,Jones,33101
C3472,Barbara,Jones,80201
C3739,Mary,Davis,19101
C6401,Michael,Rodriguez,60601
C2761,Linda,Brown,30301
C4812,William,Johnson,85001
C2733,Patricia,Smith,94101
C2605,Mary,Martinez,80201
C6622,Linda,Johnson,77001
C7767,Michael,Johnson,85001
C7986,John,Smith,85001
C4517,Elizabeth,Garcia,80201
C4735,Barbara,Jones,90001
C9434,Patricia,Brown,10001
C3590,Patricia,Rodriguez,33101
C2063,Patricia,Martinez,33101
C5324,Barbara,Rodriguez,10001
C6342,Robert,Davis,30301
C1005,Elizabeth,Martinez,94101
C8489,Michael,Martinez,77001
C9659,James,Jones,90001
C9195,James,Garcia,85001
C6966,Michael,Williams,30301
C9837,Elizabeth,Miller,90001
C1117,Linda,Johnson,90001
C3551,John,Miller,10001
C6560,Michael,Jones,90001
C5289,Linda,Martinez,94101
C1846,Patricia,Miller,60601
C7469,John,Smith,60601
C9915,Patricia,Smith,90001
C1224,Barbara,Smith,60601
C5208,Elizabeth,Brown,30301
C7283,Barbara,Miller,85001
C7233,Elizabeth,Johnson,33101
C2828,James,Brown,10001
C2917,Robert,Garcia,90001
C5234,Patricia,Jones,90001
C7988,Patricia,Williams,94101
C3026,Michael,Davis,10001
C4744,Michael,Williams,90001
C1260,James,Johnson,85001
C7038,Patricia,Davis,33101
C3219,Mary,Garcia,90001
C3060,Linda,Jones,94101
C6287,Linda,Martinez,90001
C2619,Barbara,Johnson,30301
C9512,James,Martinez,19101
C2342,Robert,Brown,80201
C3824,Elizabeth,Martinez,19101
C2994,Patricia,Martinez,60601
C4490,Mary,Jones,77001
C8984,Barbara,Rodriguez,90001
C2604,Barbara,Davis,10001
C1235,James,Rodriguez,30301
C2908,Mary,Miller,60601
C9567,John,Williams,30301
C4530,Barbara,Williams,94101
C6256,Mary,Davis,30301
C3635,John,Rodriguez,10001
C9162,William,Davis,77001
C3560,Robert,Johnson,60601
C6415,John,Jones,19101
C4391,Michael,Rodriguez,90001
C6951,Robert,Martinez,10001
C6468,Patricia,Brown,60601
C9007,William,Brown,19101
C7413,Robert,Williams,94101
C5820,Mary,Rodriguez,94101
C3898,Elizabeth,Williams,60601
C8546,Mary,Miller,85001
C1077,James,Garcia,10001
C8577,Barbara,Davis,60601
C5227,Elizabeth,Jones,77001
C1600,Elizabeth,Garcia,30301
C2065,Elizabeth,Martinez,94101
C3136,John,Jones,85001
C7943,Michael,Johnson,90001
C8804,Robert,Brown,85001
C7565,Barbara,Garcia,77001
C6984,Linda,Johnson,80201
C6142,Michael,Martinez,80201
C5670,Robert,Rodriguez,77001
C3190,Elizabeth,Williams,94101
C3712,William,Garcia,85001
C3192,Barbara,Garcia,85001
C2248,William,Johnson,85001
C5033,Patricia,Garcia,10001
C2997,Michael,Garcia,10001
C4687,Mary,Jones,30301
C5018,Robert,Brown,85001
C2970,Patricia,Brown,85001
C9389,Barbara,Smith,94101
C6765,Elizabeth,Garcia,60601
C2202,James,Williams,33101
C9135,Patricia,Williams,85001
C6567,Mary,Smith,85001
C8667,Barbara,Rodriguez,90001
C6742,John,Rodriguez,33101
C6788,Linda,Smith,85001
C6408,Patricia,Miller,10001
C9669,James,Martinez,77001
C1922,Mary,Rodriguez,85001
C1419,Patricia,Smith,77001
C3204,James,Johnson,19101
C2120,Michael,Rodriguez,77001
C1950,Linda,Williams,33101
C3336,Patricia,Martinez,19101
C6373,Barbara,Davis,80201
C3243,Robert,Martinez,90001
C3645,James,Miller,80201
C5612,Elizabeth,Davis,85001
C2865,Linda,Jones,90001
C7028,Patricia,Davis,33101
C8326,Robert,Johnson,30301
C7359,Barbara,Martinez,33101
C8863,Linda,Brown,19101
C4228,Elizabeth,Jones,33101
C3371,Patricia,Garcia,94101
C3891,Mary,Garcia,80201
C4756,Robert,Johnson,85001
C5225,Michael,Jones,94101
C1094,Barbara,Jones,33101
C3674,Robert,Johnson,19101
C7898,Patricia,Brown,30301
C1793,Linda,Martinez,19101
C3116,John,Davis,33101
C6779,Linda,Davis,33101
C7166,Patricia,Williams,90001
C1814,Robert,Smith,80201
C1345,John,Rodriguez,19101
C9554,Elizabeth,Jones,30301
C3443,Patricia,Rodriguez,85001
C8783,James,Martinez,60601
C1984,Mary,Miller,19101
C8790,Michael,Garcia,30301
C1827,James,Davis,80201
C4531,Mary,Rodriguez,80201
C8147,Barbara,Jones,94101
C5451,Michael,Williams,33101
C4876,Mary,Smith,90001
C6959,James,Rodriguez,19101
C1126,James,Rodriguez,85001
C9795,Patricia,Jones,85001
C7024,Michael,Johnson,90001
C6109,Barbara,Rodriguez,94101
C8196,James,Brown,33101
C4368,Michael,Smith,94101
C4797,Patricia,Miller,94101
C2792,Linda,Smith,30301
C4476,Elizabeth,Miller,77001
C4417,Michael,Smith,19101
C2645,Robert,Davis,85001
C4030,Robert,Williams,30301
C3872,William,Jones,33101
C2854,Linda,Brown,94101
C5021,John,Martinez,30301
C5662,Elizabeth,Brown,77001
C7514,William,Davis,10001
C6031,Michael,Johnson,30301
C3708,James,Martinez,33101
C8112,Michael,Williams,33101
C9393,William,Jones,30301
C4507,James,Williams,10001
C7456,Linda,Brown,85001
